Grape,Country,Wine name,Wine rating average,Wine ratings count
Chardonnay,it,Campo León Amarone della Valpolicella,4.4,7778
Chardonnay,it,Kairos,4.4,7364
Chardonnay,fr,Pomerol,4.4,7221
Chardonnay,fr,Côte-Rôtie,4.4,7177
Chardonnay,us,Les Noisetiers,4.4,7035
Chardonnay,it,Barolo Monprivato,4.4,6966
Chardonnay,fr,Saint-Émilion Grand Cru (Premier Grand Cru Classé),4.4,6879
Chardonnay,fr,Clos des Lambrays Grand Cru,4.4,6431
Chardonnay,ar,Mai The First A.Montes Malbec,4.4,6379
Chardonnay,it,Vürsù Barolo Campè,4.4,6260
Chardonnay,it,Brunello di Montalcino  Montosoli,4.4,6176
Chardonnay,fr,Barsac (Premier Grand Cru Classé),4.4,6028
Chardonnay,it,Trebbiano d'Abruzzo,4.4,5834
Chardonnay,fr,Corton-Charlemagne Grand Cru,4.4,5755
Chardonnay,fr,Blanc de Blancs Brut Champagne Grand Cru,4.4,5553
Chardonnay,it,Ornato Barolo,4.4,5469
Chardonnay,it,Lagrein Riserva Porphyr,4.4,5123
Chardonnay,it,Campo dei Gigli Amarone della Valpolicella,4.4,5050
Chardonnay,it,Beyond the Clouds,4.4,4760
Chardonnay,md,Saperavi,4.4,4745
Chardonnay,it,Altero Brunello di Montalcino,4.4,4620
Chardonnay,it,Poggio Al Vento Brunello di Montalcino Riserva,4.4,4542
Chardonnay,it,Barolo Bussia,4.4,4525
Chardonnay,it,Vürsù Barbaresco Starderi,4.4,4414
